site,site_2,locality,author,year_published,title_of_publication,year_sampled,ID,Sample,sample_type,Lithology,Technician,gas_conc_unit,CH4_conc,CH4_was_measured,CH4_LQ,C2H6_conc,C2H6_was_measured,C2H6_LQ,C2H4_conc,C2H4_was_measured,C2H4_LQ,C3H8_conc,C3H8_was_measured,C3H8_LQ,n_C4H10_conc,n_C4H10_was_measured,n_C4H10_LQ,i_C4H10_conc,i_C4H10_was_measured,i_C4H10_LQ,n_C5H12_conc,n_C5H12_was_measured,n_C5H12_LQ,CH4_d13C_permil_VPDB,CH4_dD_permil_VSMOW,C2H6_d13C_permil_VPDB,C3H8_d13C_permil_VPDB,n_C4H10_d13C_permil_VPDB,n_C5H12_d13C_permil_VPDB,cap13CH3D_permil,cap13CH3D_unc_permil,cap12CH2D2_permil,cap12CH2D2_unc_permil,H2O_dD_permil_VSMOW,H2O_d18O_permil_VPDB
Philippines,Luzon,Los Fuegos Eternos,Abrajano et al.,1990,"﻿Geochemistry of reduced gas related to serpentinization of the Zambales ophiolite, Philippines",NA,NA,LFE-1,vent/well fluid,peridotite,NA,ppmv,1.30E+05,TRUE,NA,4.00E+02,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,Luzon,Los Fuegos Eternos,Abrajano et al.,1990,"﻿Geochemistry of reduced gas related to serpentinization of the Zambales ophiolite, Philippines",NA,NA,LFE-2,vent/well fluid,peridotite,NA,ppmv,5.53E+05,TRUE,NA,1.50E+03,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-7.42,-129.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,Luzon,Los Fuegos Eternos,Abrajano et al.,1990,"﻿Geochemistry of reduced gas related to serpentinization of the Zambales ophiolite, Philippines",NA,NA,LFE-3,vent/well fluid,peridotite,NA,ppmv,5.48E+05,TRUE,NA,1.20E+03,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-6.52,-126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Bahla,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,11,NA,vent/well fluid,Serpentinite,NA,ppmv,1.50E+04,TRUE,NA,69.6,TRUE,NA,NA,FALSE,NA,15,TRUE,NA,4.4,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Bahla,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,11,NA,vent/well fluid,Serpentinite,NA,ppmv,1.60E+04,TRUE,NA,70.3,TRUE,NA,NA,FALSE,NA,14.7,TRUE,NA,5.2,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Bahla,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,11,NA,vent/well fluid,Serpentinite,NA,ppmv,2.50E+04,TRUE,NA,70.7,TRUE,NA,NA,FALSE,NA,14.9,TRUE,NA,5.8,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Miskin,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,13,NA,vent/well fluid,"peridotite/gabbro, MOHO",NA,ppmv,1.50E+04,TRUE,NA,9.9,TRUE,NA,NA,FALSE,NA,8.2,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Miskin,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,13,NA,vent/well fluid,"peridotite/gabbro, MOHO",NA,ppmv,1.50E+04,TRUE,NA,9.5,TRUE,NA,NA,FALSE,NA,7.8,TRUE,NA,5.7,TRUE,NA,NA,FALSE,NA,8.2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Haylan,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,20,NA,vent/well fluid,bedded gabbro above peridotite (100 m thick),NA,ppmv,5.60E+04,TRUE,NA,10.1,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Haylan,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,20,NA,vent/well fluid,bedded gabbro above peridotite (100 m thick),NA,ppmv,5.50E+04,TRUE,NA,11.2,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Haylan,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,20,NA,vent/well fluid,bedded gabbro above peridotite (100 m thick),NA,ppmv,6.30E+04,TRUE,NA,13.9,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Haylan,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,20,NA,vent/well fluid,bedded gabbro above peridotite (100 m thick),NA,ppmv,4.30E+04,TRUE,NA,8.2,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Fizhi,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,27,NA,vent/well fluid,"Wehrlite/gabbro, within the crustal section",NA,ppmv,5.20E+04,TRUE,NA,84.8,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Fizhi,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,27,NA,vent/well fluid,"Wehrlite/gabbro, within the crustal section",NA,ppmv,5.60E+04,TRUE,NA,108.9,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Fizhi,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,27,NA,vent/well fluid,"Wehrlite/gabbro, within the crustal section",NA,ppmv,5.00E+04,TRUE,NA,92.3,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Fizhi,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,28B,NA,vent/well fluid,"ultramafic cumulates, within the crustal section",NA,ppmv,3.30E+04,TRUE,NA,83.5,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Fizhi,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,28B,NA,vent/well fluid,"ultramafic cumulates, within the crustal section",NA,ppmv,3.60E+04,TRUE,NA,72.7,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Fizhi,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,28C,NA,vent/well fluid,"ultramafic cumulates, within the crustal section",NA,ppmv,2.60E+04,TRUE,NA,91.1,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Fizhi,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,28C,NA,vent/well fluid,"ultramafic cumulates, within the crustal section",NA,ppmv,3.80E+04,TRUE,NA,52.6,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Fizhi,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,28D,NA,vent/well fluid,"ultramafic cumulates, within the crustal section",NA,ppmv,4.20E+04,TRUE,NA,97.1,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Fizhi,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,28D,NA,vent/well fluid,"ultramafic cumulates, within the crustal section",NA,ppmv,4.90E+04,TRUE,NA,93.4,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Fizhi,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,28D,NA,vent/well fluid,"ultramafic cumulates, within the crustal section",NA,ppmv,4.50E+04,TRUE,NA,94.1,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Qafifah,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,31,NA,vent/well fluid,Peridotite near Moho,NA,ppmv,7.90E+04,TRUE,NA,59.7,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Qafifah,Boulart et al.,2013,Differences in gas venting from ultramafic-hosted warm springs : the example of Oman and Voltri Ophiolites,2011,31,NA,vent/well fluid,Peridotite near Moho,NA,ppmv,8.00E+04,TRUE,NA,61.9,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashadze II,NA,NA,Charlou et al.,2010,﻿High Production and Fluxes of H2 and CH4 and Evidence of Abiotic Hydrocarbon Synthesis by Serpentinization in Ultramafic-Hosted Hydrothermal Systems on the Mid-Atlantic Ridge,2007,NA,NA,vent/well fluid,peridotite,NA,umol/L,800,TRUE,NA,5.7,TRUE,NA,NA,FALSE,NA,0.21,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-8.7,-107,-2,8.3,10,NA,NA,NA,NA,NA,NA,0
Oman/UAE,UAE,Al Farfar,Etiope et al.,2015,Occurrence of abiotic methane in the eastern United Arab Emirates ophiolite aquifer,2014,NA,NA,vent/well fluid,peridotite,NA,ppmv,1.50E+01,TRUE,NA,0.1,TRUE,NA,NA,FALSE,NA,NA,FALSE,1.00E+03,NA,FALSE,1.00E+03,NA,FALSE,NA,NA,FALSE,NA,-11.2,-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,UAE,Al Farfar,Etiope et al.,2015,Occurrence of abiotic methane in the eastern United Arab Emirates ophiolite aquifer,2014,NA,NA,vent/well fluid,peridotite,NA,ppmv,2.00E+01,TRUE,NA,0.1,TRUE,NA,NA,FALSE,NA,NA,FALSE,1.00E+03,NA,FALSE,1.00E+03,NA,FALSE,NA,NA,FALSE,NA,-13,-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Al Khoud,Fritz et al.,1992,Deuterium and 13C evidence for low temperature production of hydrogen and methane in a highly alkaline groundwater environment in Oman,1989,NA,1a,vent/well fluid,peridotite,NA,ppmv,9.00E+03,TRUE,NA,NA,TRUE,1.00E+03,NA,FALSE,NA,NA,FALSE,1.00E+03,NA,FALSE,1.00E+03,NA,FALSE,NA,NA,FALSE,NA,-12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Al Khoud,Fritz et al.,1992,Deuterium and 13C evidence for low temperature production of hydrogen and methane in a highly alkaline groundwater environment in Oman,1989,NA,20a,vent/well fluid,peridotite,NA,ppmv,5.00E+03,TRUE,NA,NA,TRUE,1.00E+03,NA,FALSE,NA,NA,FALSE,1.00E+03,NA,FALSE,1.00E+03,NA,FALSE,NA,NA,FALSE,NA,-14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman/UAE,Oman,Nizwa,Fritz et al.,1992,Deuterium and 13C evidence for low temperature production of hydrogen and methane in a highly alkaline groundwater environment in Oman,1989,NA,1b,vent/well fluid,peridotite,NA,ppmv,1.00E+04,TRUE,NA,NA,TRUE,1.00E+03,NA,FALSE,NA,NA,FALSE,1.00E+03,NA,FALSE,1.00E+03,NA,FALSE,NA,NA,FALSE,NA,-12,NA,-11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,Luzon,Zambales,Grozeva,2020,﻿Chemical and isotopic analyses of hydrocarbon-bearing fluid inclusions in olivine-rich rocks,NA,NA,NSS-02,rock crushing,peridotite,NA,nmol/g,23,TRUE,NA,0.075,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-3,NA,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,Luzon,Zambales,Grozeva,2020,﻿Chemical and isotopic analyses of hydrocarbon-bearing fluid inclusions in olivine-rich rocks,NA,NA,NSS-04,rock crushing,peridotite,NA,nmol/g,37,TRUE,NA,0.082,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-2.8,NA,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,Luzon,Zambales,Grozeva,2020,﻿Chemical and isotopic analyses of hydrocarbon-bearing fluid inclusions in olivine-rich rocks,NA,NA,ZMCR-02,rock crushing,dunite,NA,nmol/g,2,TRUE,NA,0.013,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,Luzon,Zambales,Grozeva,2020,﻿Chemical and isotopic analyses of hydrocarbon-bearing fluid inclusions in olivine-rich rocks,NA,NA,ZMCR-03,rock crushing,dunite,NA,nmol/g,1.7,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Cayman Rise,NA,NA,Grozeva,2020,﻿Chemical and isotopic analyses of hydrocarbon-bearing fluid inclusions in olivine-rich rocks,NA,NA,ALV 620-3C,rock crushing,gneissic metagabbro,NA,nmol/g,313,TRUE,NA,0.99,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-14,NA,-12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Cayman Rise,NA,NA,Grozeva,2020,﻿Chemical and isotopic analyses of hydrocarbon-bearing fluid inclusions in olivine-rich rocks,NA,NA,ALV 620-5-1,rock crushing,olivine gabbro,NA,nmol/g,254,TRUE,NA,0.68,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-4.4,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Cayman Rise,NA,NA,Grozeva,2020,﻿Chemical and isotopic analyses of hydrocarbon-bearing fluid inclusions in olivine-rich rocks,NA,NA,ALV 624-5-1,rock crushing,olivine gabbro,NA,nmol/g,93,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Cayman Rise,NA,NA,Grozeva,2020,﻿Chemical and isotopic analyses of hydrocarbon-bearing fluid inclusions in olivine-rich rocks,NA,NA,ALV 621-3-1,rock crushing,troctolite,NA,nmol/g,78,TRUE,NA,0.084,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-7.9,NA,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Cayman Rise,NA,NA,Grozeva,2020,﻿Chemical and isotopic analyses of hydrocarbon-bearing fluid inclusions in olivine-rich rocks,NA,NA,ALV 623-3-2,rock crushing,troctolite,NA,nmol/g,72,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Cayman Rise,NA,NA,Grozeva,2020,﻿Chemical and isotopic analyses of hydrocarbon-bearing fluid inclusions in olivine-rich rocks,NA,NA,ALV 624-3-3,rock crushing,peridotite,NA,nmol/g,4.3,TRUE,NA,0.015,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Cayman Rise,NA,NA,Grozeva,2020,﻿Chemical and isotopic analyses of hydrocarbon-bearing fluid inclusions in olivine-rich rocks,NA,NA,ALV 624-6-2,rock crushing,peridotite,NA,nmol/g,9.9,TRUE,NA,0.02,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Cayman Rise,Von Damm vent field,East Summit,McDermott et al.,2015,Pathways for abiotic organic synthesis at submarine hydrothermal fields,2012,NA,J2-612-IGT2,vent/well fluid,peridotite,NA,umol/L,2620,TRUE,NA,0.603,TRUE,NA,NA,FALSE,NA,0.052,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-15.6,NA,-12.9,-9.8,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Cayman Rise,Von Damm vent field,East Summit,McDermott et al.,2015,Pathways for abiotic organic synthesis at submarine hydrothermal fields,2012,NA,J2-616-IGT8,vent/well fluid,peridotite,NA,umol/L,2720,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-15.3,NA,-12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Cayman Rise,Von Damm vent field,White Castle,McDermott et al.,2015,Pathways for abiotic organic synthesis at submarine hydrothermal fields,2012,NA,J2-616-IGT1,vent/well fluid,peridotite,NA,umol/L,2080,TRUE,NA,0.485,TRUE,NA,NA,FALSE,NA,0.041,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Cayman Rise,Von Damm vent field,Ginger Castle,McDermott et al.,2015,Pathways for abiotic organic synthesis at submarine hydrothermal fields,2012,NA,J2-617-IGT4,vent/well fluid,peridotite,NA,umol/L,1880,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-15.8,NA,-13.2,-10.8,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Cayman Rise,Von Damm vent field,Ravelin 1,McDermott et al.,2015,Pathways for abiotic organic synthesis at submarine hydrothermal fields,2012,NA,J2-617-IGT6,vent/well fluid,peridotite,NA,umol/L,2020,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Cayman Rise,Von Damm vent field,Ravelin 1,McDermott et al.,2015,Pathways for abiotic organic synthesis at submarine hydrothermal fields,2012,NA,J2-617-IGT2,vent/well fluid,peridotite,NA,umol/L,1960,TRUE,NA,0.431,TRUE,NA,NA,FALSE,NA,0.038,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
